zip,compid,compname,comrate,indrate,resrate
93203,17609,Southern California Edison Co.,144.53,119.66,157.72
49788,5659,Edison Sault Electric Co.,66.21,52.34,73.56
7032,15477,Public Service Electric and Gas Co.,112.66,78.12,127.91
53040,20847,Wisconsin Electric Power Co.,89.44,58.91,106.79
51463,12341,MidAmerican Energy Co.,65.04,40.61,86.15
16404,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
57201,13809,"NorthWestern Energy, a Division of Northwestern Co",79.6,55.66,85.81
59412,12825,"Clark Fork & Blackfoot, LLC",83.97,62.87,89.42
45503,13998,Ohio Edison Co.,100.63,59.53,104.78
85348,803,Arizona Public Service Co.,87.13,61.11,98.47
75477,A3483,Oncor Electric Delivery Co.,0,0,0
45157,3542,Cincinnati Gas & Electric Co.,83.68,62.01,94.67
96048,14354,PacifiCorp.,59.39,40.36,69.43
43078,4922,Dayton Power & Light Co.,75.88,63.79,94.01
62831,9208,Illinois Power Co.,73.39,46.63,77.12
33144,6452,Florida Power & Light Co.,106.06,88.71,119
98329,15500,"Puget Sound Energy, Inc.",80.14,75.83,74.95
48503,4254,Consumers Energy Co.,84.9,65.38,95.35
43062,14006,Ohio Power Co.,63.8,43.58,75.25
53808,20856,Wisconsin Power & Light Co.,94.62,65.6,110.81
33936,6452,Florida Power & Light Co.,106.06,88.71,119
72626,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
62201,9208,Illinois Power Co.,73.39,46.63,77.12
23117,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
10576,4226,Consolidated Edison Co. Of New York Inc.,183.69,168.22,209
47885,15470,"Duke Energy Indiana, Inc.",66.42,49.77,81.92
90041,17609,Southern California Edison Co.,144.53,119.66,157.72
43302,14006,Ohio Power Co.,63.8,43.58,75.25
45784,4062,Columbus Southern Power Co.,68.9,51.29,87.05
79843,20404,AEP Texas North Co.,0,0,0
18929,14940,PECO Energy Co.,121.2,81.88,139.07
72365,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
13111,16183,Rochester Gas & Electric Corp.,112.31,81.74,117.07
29584,3046,Carolina Power & Light Co.,74.34,57.46,90.23
64156,10000,Kansas City Power & Light Co.,60.27,46.48,71
27517,3046,Carolina Power & Light Co.,74.34,57.46,90.23
49128,9324,Indiana Michigan Power Co.,60.17,43.52,67.29
91748,17609,Southern California Edison Co.,144.53,119.66,157.72
70744,7806,"Entergy Gulf States, Inc.",100.28,76.33,110.31
15920,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
28168,5416,Duke Power Co.,63.62,44.52,78.13
79313,17718,Southwestern Public Service Co.,76.73,54.1,82.84
50312,12341,MidAmerican Energy Co.,65.04,40.61,86.15
91377,17609,Southern California Edison Co.,144.53,119.66,157.72
65679,5860,Empire District Electric Co.,74.74,56.59,83.94
62345,3253,Central Illinois Public Services Co.,63.43,39.23,72.64
79772,40051,Texas-New Mexico Power Co.,115.08,59.11,111.25
80223,15466,PSC of Colorado,74.07,58.3,88.42
7641,15477,Public Service Electric and Gas Co.,112.66,78.12,127.91
24523,733,Appalachian Power Co.,52.6,36.59,58.52
31295,7140,Georgia Power Co.,76.3,54.04,88.77
5055,7601,Green Mountain Power Corp.,109.59,75.73,132.56
15260,5487,Duquesne Light Co.,88.77,83.03,104.34
3038,15472,PSC of New Hampshire,136.75,128.88,151.42
20169,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
48631,4254,Consumers Energy Co.,84.9,65.38,95.35
62354,3253,Central Illinois Public Services Co.,63.43,39.23,72.64
66044,22500,Westar Energy Inc.,0,0,0
92563,17609,Southern California Edison Co.,144.53,119.66,157.72
60104,4110,Commonwealth Edison Co.,76.48,55.66,86.59
12534,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
26519,12796,Monongahela Power Co.,59.39,41.09,72.5
48893,4254,Consumers Energy Co.,84.9,65.38,95.35
79403,17718,Southwestern Public Service Co.,76.73,54.1,82.84
60193,4110,Commonwealth Edison Co.,76.48,55.66,86.59
29122,17539,South Carolina Electric & Gas Co.,78.48,50.81,98.64
32764,6455,Florida Power Corp.,95.25,83.1,117.91
95450,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
44890,14006,Ohio Power Co.,63.8,43.58,75.25
48001,5109,Detroit Edison Co.,85.32,59.4,102.07
13080,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
43613,4254,Consumers Energy Co.,84.9,65.38,95.35
80120,15466,PSC of Colorado,74.07,58.3,88.42
25661,22053,Kentucky Power Co.,67.59,42.47,64.98
61315,9208,Illinois Power Co.,73.39,46.63,77.12
18330,12390,Metropolitan Edison Co.,82.19,64.62,93.56
50130,9162,Interstate Power & Light Co.,0,0,0
45113,3542,Cincinnati Gas & Electric Co.,83.68,62.01,94.67
27576,3046,Carolina Power & Light Co.,74.34,57.46,90.23
75556,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
26208,12796,Monongahela Power Co.,59.39,41.09,72.5
19038,14940,PECO Energy Co.,121.2,81.88,139.07
12540,3249,Central Hudson Gas & Electric Corp.,101.2,76.59,128.26
62633,3253,Central Illinois Public Services Co.,63.43,39.23,72.64
25567,733,Appalachian Power Co.,52.6,36.59,58.52
49245,4254,Consumers Energy Co.,84.9,65.38,95.35
92860,17609,Southern California Edison Co.,144.53,119.66,157.72
44720,13998,Ohio Edison Co.,100.63,59.53,104.78
23085,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
54165,20847,Wisconsin Electric Power Co.,89.44,58.91,106.79
22974,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
56166,9162,Interstate Power & Light Co.,0,0,0
12594,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
83866,20169,Avista Corp.,72.22,45.09,65.6
95559,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
16317,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
13039,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
10965,14154,"Orange & Rockland Utilities, Inc.",120.91,85.38,153.98
5647,7601,Green Mountain Power Corp.,109.59,75.73,132.56
50117,12341,MidAmerican Energy Co.,65.04,40.61,86.15
36854,195,Alabama Power Co.,81.85,49.23,89.32
51572,12341,MidAmerican Energy Co.,65.04,40.61,86.15
16342,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
48728,392,Alpena Power Co.,0,0,0
5904,15472,PSC of New Hampshire,136.75,128.88,151.42
58626,12819,Montana Dakota Utilities Co.,0,0,0
35461,195,Alabama Power Co.,81.85,49.23,89.32
20115,15263,Potomac Edison Co.,80.14,52.31,69.2
47012,15470,"Duke Energy Indiana, Inc.",66.42,49.77,81.92
25845,733,Appalachian Power Co.,52.6,36.59,58.52
30648,7140,Georgia Power Co.,76.3,54.04,88.77
97203,15248,Portland General Electric Co.,75.02,58.26,82.88
54488,13780,Northern States Power Co. Wisconsin,72.11,53.77,92.67
18073,14715,PPL Electric Utilities Corp.,88.12,63.17,94.63
13080,16183,Rochester Gas & Electric Corp.,112.31,81.74,117.07
72835,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
32060,6452,Florida Power & Light Co.,106.06,88.71,119
95476,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
19709,963,Atlantic City Electric Co.,128.04,108.74,137.77
90023,17609,Southern California Edison Co.,144.53,119.66,157.72
50606,9162,Interstate Power & Light Co.,0,0,0
50154,9162,Interstate Power & Light Co.,0,0,0
22514,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
54613,20856,Wisconsin Power & Light Co.,94.62,65.6,110.81
95695,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
29307,5416,Duke Power Co.,63.62,44.52,78.13
64863,5860,Empire District Electric Co.,74.74,56.59,83.94
94560,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
63130,19436,Union Electric Co.,56.56,41.72,69.64
95204,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
27127,5416,Duke Power Co.,63.62,44.52,78.13
2554,13206,Nantucket Electric Co.,186.29,181.23,178.49
25985,12796,Monongahela Power Co.,59.39,41.09,72.5
24593,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
77551,8901,"CenterPoint Energy Houston Electric, LLC",0,0,0
53172,20847,Wisconsin Electric Power Co.,89.44,58.91,106.79
15205,5487,Duquesne Light Co.,88.77,83.03,104.34
13753,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
17018,14715,PPL Electric Utilities Corp.,88.12,63.17,94.63
82831,19545,Black Hills Power Inc.,74.6,47.79,80.97
43961,14006,Ohio Power Co.,63.8,43.58,75.25
14060,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
63837,19436,Union Electric Co.,56.56,41.72,69.64
99208,20169,Avista Corp.,72.22,45.09,65.6
2151,1998,Boston Edison Co.,193.53,199.87,201.75
61811,3253,Central Illinois Public Services Co.,63.43,39.23,72.64
46540,9324,Indiana Michigan Power Co.,60.17,43.52,67.29
53120,20847,Wisconsin Electric Power Co.,89.44,58.91,106.79
3777,3292,Central Vermont Public Service Corp.,117.59,81.45,129.78
39479,12686,Mississippi Power Co.,81.56,51.04,101.26
13620,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
16749,20387,West Penn Power Co.,61.26,47.16,71.66
36025,195,Alabama Power Co.,81.85,49.23,89.32
25186,733,Appalachian Power Co.,52.6,36.59,58.52
70032,13478,"Entergy New Orleans, Inc.",97.62,81.48,114.24
28001,5416,Duke Power Co.,63.62,44.52,78.13
26205,12796,Monongahela Power Co.,59.39,41.09,72.5
5737,3292,Central Vermont Public Service Corp.,117.59,81.45,129.78
27243,5416,Duke Power Co.,63.62,44.52,78.13
3781,26510,Granite State Electric Co.,106.11,104.12,125.3
43952,12796,Monongahela Power Co.,59.39,41.09,72.5
58529,12819,Montana Dakota Utilities Co.,0,0,0
47879,15470,"Duke Energy Indiana, Inc.",66.42,49.77,81.92
78146,3278,AEP Texas Central Co.,0,0,0
10023,4226,Consolidated Edison Co. Of New York Inc.,183.69,168.22,209
65084,19436,Union Electric Co.,56.56,41.72,69.64
48210,5109,Detroit Edison Co.,85.32,59.4,102.07
59326,12819,Montana Dakota Utilities Co.,0,0,0
57220,14232,Otter Tail Power Co.,64.49,50.72,74.26
64086,12698,Aquila Inc.,68.63,52.06,84.81
21767,15263,Potomac Edison Co.,80.14,52.31,69.2
79503,20404,AEP Texas North Co.,0,0,0
8759,9726,Jersey Central Power & Light Co.,121.26,113.99,126.4
49029,4254,Consumers Energy Co.,84.9,65.38,95.35
28723,5416,Duke Power Co.,63.62,44.52,78.13
40228,11249,Louisville Gas & Electric Co.,60.72,43.68,67.58
1772,1998,Boston Edison Co.,193.53,199.87,201.75
29323,5416,Duke Power Co.,63.62,44.52,78.13
8731,9726,Jersey Central Power & Light Co.,121.26,113.99,126.4
67134,12698,Aquila Inc.,68.63,52.06,84.81
45613,14006,Ohio Power Co.,63.8,43.58,75.25
54130,20860,Wisconsin Public Service Corp.,76.39,46.96,108.51
49883,19578,Upper Peninsula Power Co.,115.43,73.07,137.87
5650,7601,Green Mountain Power Corp.,109.59,75.73,132.56
76084,A3483,Oncor Electric Delivery Co.,0,0,0
15926,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
37317,5416,Duke Power Co.,63.62,44.52,78.13
92656,16609,San Diego Gas & Electric Co.,144.57,111.44,168.89
92582,17609,Southern California Edison Co.,144.53,119.66,157.72
95776,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
91304,17609,Southern California Edison Co.,144.53,119.66,157.72
12156,3249,Central Hudson Gas & Electric Corp.,101.2,76.59,128.26
3240,26510,Granite State Electric Co.,106.11,104.12,125.3
26575,12796,Monongahela Power Co.,59.39,41.09,72.5
12134,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
61333,4110,Commonwealth Edison Co.,76.48,55.66,86.59
12140,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
54966,20860,Wisconsin Public Service Corp.,76.39,46.96,108.51
15552,20387,West Penn Power Co.,61.26,47.16,71.66
17814,19390,"UGI Utilities, Inc.",90.78,75.54,94.85
75021,A3483,Oncor Electric Delivery Co.,0,0,0
2343,11804,Massachusetts Electric Co.,160.29,159.57,154.32
62292,9208,Illinois Power Co.,73.39,46.63,77.12
91710,17609,Southern California Edison Co.,144.53,119.66,157.72
2659,4089,Commonwealth Electric Co.,172.95,163.03,195.27
49001,9324,Indiana Michigan Power Co.,60.17,43.52,67.29
43968,14006,Ohio Power Co.,63.8,43.58,75.25
30426,17539,South Carolina Electric & Gas Co.,78.48,50.81,98.64
27412,5416,Duke Power Co.,63.62,44.52,78.13
56324,14232,Otter Tail Power Co.,64.49,50.72,74.26
52049,9162,Interstate Power & Light Co.,0,0,0
90262,17609,Southern California Edison Co.,144.53,119.66,157.72
64622,10000,Kansas City Power & Light Co.,60.27,46.48,71
60177,4110,Commonwealth Edison Co.,76.48,55.66,86.59
25515,733,Appalachian Power Co.,52.6,36.59,58.52
60435,4110,Commonwealth Edison Co.,76.48,55.66,86.59
29481,17539,South Carolina Electric & Gas Co.,78.48,50.81,98.64
45207,3542,Cincinnati Gas & Electric Co.,83.68,62.01,94.67
55060,13781,Northern States Power Co.,69.79,57.42,89.95
7974,15477,Public Service Electric and Gas Co.,112.66,78.12,127.91
54921,20856,Wisconsin Power & Light Co.,94.62,65.6,110.81
65613,5860,Empire District Electric Co.,74.74,56.59,83.94
32424,6457,Florida Public Utilities Co.,0,0,0
46278,9273,Indianapolis Power & Light Co.,78.31,55.76,72.34
63939,19436,Union Electric Co.,56.56,41.72,69.64
36785,195,Alabama Power Co.,81.85,49.23,89.32
94922,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
73526,15474,PSC of Oklahoma,74.19,58.93,84.1
22967,733,Appalachian Power Co.,52.6,36.59,58.52
25110,733,Appalachian Power Co.,52.6,36.59,58.52
72021,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
7624,15477,Public Service Electric and Gas Co.,112.66,78.12,127.91
84010,14354,PacifiCorp.,59.39,40.36,69.43
84637,14354,PacifiCorp.,59.39,40.36,69.43
10980,14154,"Orange & Rockland Utilities, Inc.",120.91,85.38,153.98
79312,17718,Southwestern Public Service Co.,76.73,54.1,82.84
28399,3046,Carolina Power & Light Co.,74.34,57.46,90.23
7110,15477,Public Service Electric and Gas Co.,112.66,78.12,127.91
83347,9191,Idaho Power Co.,43.18,34.12,59.12
24976,12796,Monongahela Power Co.,59.39,41.09,72.5
16927,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
33525,18454,Tampa Electric Co.,96.85,76.54,109.71
26568,12796,Monongahela Power Co.,59.39,41.09,72.5
15953,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
49002,4254,Consumers Energy Co.,84.9,65.38,95.35
76013,A3483,Oncor Electric Delivery Co.,0,0,0
43536,14006,Ohio Power Co.,63.8,43.58,75.25
43013,4062,Columbus Southern Power Co.,68.9,51.29,87.05
73771,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
94957,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
29069,3046,Carolina Power & Light Co.,74.34,57.46,90.23
30820,7140,Georgia Power Co.,76.3,54.04,88.77
90620,17609,Southern California Edison Co.,144.53,119.66,157.72
28303,3046,Carolina Power & Light Co.,74.34,57.46,90.23
10707,4226,Consolidated Edison Co. Of New York Inc.,183.69,168.22,209
2767,11804,Massachusetts Electric Co.,160.29,159.57,154.32
71111,17698,Southwestern Electric Power Co.,58.87,47.59,72.21
83201,9191,Idaho Power Co.,43.18,34.12,59.12
68107,12341,MidAmerican Energy Co.,65.04,40.61,86.15
17271,14711,Pennsylvania Electric Co.,78.89,58.78,90.82
75052,A3483,Oncor Electric Delivery Co.,0,0,0
18705,19390,"UGI Utilities, Inc.",90.78,75.54,94.85
36451,195,Alabama Power Co.,81.85,49.23,89.32
59854,12825,"Clark Fork & Blackfoot, LLC",83.97,62.87,89.42
61842,9208,Illinois Power Co.,73.39,46.63,77.12
46011,9324,Indiana Michigan Power Co.,60.17,43.52,67.29
92637,16609,San Diego Gas & Electric Co.,144.57,111.44,168.89
95681,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
49612,4254,Consumers Energy Co.,84.9,65.38,95.35
77484,8901,"CenterPoint Energy Houston Electric, LLC",0,0,0
13675,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
44202,3755,Cleveland Electric Illuminating Co.,111.47,66.68,107.92
19958,5027,Delmarva Power & Light Co.,103.72,58.26,118.69
82321,14354,PacifiCorp.,59.39,40.36,69.43
1238,20455,Western Massachusetts Electric Co.,150.81,140.37,160.59
59085,12825,"Clark Fork & Blackfoot, LLC",83.97,62.87,89.42
15501,20387,West Penn Power Co.,61.26,47.16,71.66
35452,195,Alabama Power Co.,81.85,49.23,89.32
20839,15263,Potomac Edison Co.,80.14,52.31,69.2
10928,3249,Central Hudson Gas & Electric Corp.,101.2,76.59,128.26
50453,9162,Interstate Power & Light Co.,0,0,0
46036,9324,Indiana Michigan Power Co.,60.17,43.52,67.29
60077,4110,Commonwealth Edison Co.,76.48,55.66,86.59
39638,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
60644,4110,Commonwealth Edison Co.,76.48,55.66,86.59
51005,9162,Interstate Power & Light Co.,0,0,0
63034,19436,Union Electric Co.,56.56,41.72,69.64
54170,20847,Wisconsin Electric Power Co.,89.44,58.91,106.79
23696,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
40982,10171,Kentucky Utilities Co.,57.83,45.19,60.29
76474,20404,AEP Texas North Co.,0,0,0
76058,A3483,Oncor Electric Delivery Co.,0,0,0
39208,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
12204,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
72438,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
22644,15263,Potomac Edison Co.,80.14,52.31,69.2
33709,6455,Florida Power Corp.,95.25,83.1,117.91
73084,14063,Oklahoma Gas & Electric Co. (OG&E),66.14,48.58,80.16
97214,15248,Portland General Electric Co.,75.02,58.26,82.88
21154,5027,Delmarva Power & Light Co.,103.72,58.26,118.69
72364,814,"Entergy Arkansas, Inc.",71.81,57.46,92.02
97140,15248,Portland General Electric Co.,75.02,58.26,82.88
30746,7140,Georgia Power Co.,76.3,54.04,88.77
1701,11804,Massachusetts Electric Co.,160.29,159.57,154.32
27316,3046,Carolina Power & Light Co.,74.34,57.46,90.23
54933,20856,Wisconsin Power & Light Co.,94.62,65.6,110.81
32726,6455,Florida Power Corp.,95.25,83.1,117.91
2876,13214,Narragansett Electric Co.,136.93,127.63,150.98
61231,9208,Illinois Power Co.,73.39,46.63,77.12
3771,15472,PSC of New Hampshire,136.75,128.88,151.42
45764,14006,Ohio Power Co.,63.8,43.58,75.25
49863,20847,Wisconsin Electric Power Co.,89.44,58.91,106.79
44676,14006,Ohio Power Co.,63.8,43.58,75.25
12594,4176,Connecticut Light & Power Co.,148.18,124.12,174.86
56257,14232,Otter Tail Power Co.,64.49,50.72,74.26
32348,6455,Florida Power Corp.,95.25,83.1,117.91
84535,14354,PacifiCorp.,59.39,40.36,69.43
54812,13780,Northern States Power Co. Wisconsin,72.11,53.77,92.67
38726,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
93528,17609,Southern California Edison Co.,144.53,119.66,157.72
21154,1167,Baltimore Gas & Electric Co.,115.95,100.28,85.21
96859,19547,"Hawaiian Electric Co., Inc.",180.52,157.27,200.63
16034,20387,West Penn Power Co.,61.26,47.16,71.66
75956,7806,"Entergy Gulf States, Inc.",100.28,76.33,110.31
94117,14328,Pacific Gas and Electric Co.,138.5,104.03,146.13
25076,733,Appalachian Power Co.,52.6,36.59,58.52
56278,14232,Otter Tail Power Co.,64.49,50.72,74.26
4259,3266,Central Maine Power Co.,129.63,0,144.58
44811,13998,Ohio Edison Co.,100.63,59.53,104.78
92840,17609,Southern California Edison Co.,144.53,119.66,157.72
12514,3249,Central Hudson Gas & Electric Corp.,101.2,76.59,128.26
20166,19876,Virginia Electric & Power Co.,60.58,46.11,85.53
60045,4110,Commonwealth Edison Co.,76.48,55.66,86.59
44864,13998,Ohio Edison Co.,100.63,59.53,104.78
38646,12685,"Entergy Mississippi, Inc.",102.61,80.37,105.3
54960,20856,Wisconsin Power & Light Co.,94.62,65.6,110.81
27401,5416,Duke Power Co.,63.62,44.52,78.13
83686,9191,Idaho Power Co.,43.18,34.12,59.12
1821,11804,Massachusetts Electric Co.,160.29,159.57,154.32
17121,14715,PPL Electric Utilities Corp.,88.12,63.17,94.63
1721,11804,Massachusetts Electric Co.,160.29,159.57,154.32
83110,14354,PacifiCorp.,59.39,40.36,69.43
30350,7140,Georgia Power Co.,76.3,54.04,88.77
3448,15472,PSC of New Hampshire,136.75,128.88,151.42
25261,12796,Monongahela Power Co.,59.39,41.09,72.5
61874,3253,Central Illinois Public Services Co.,63.43,39.23,72.64
59531,12825,"Clark Fork & Blackfoot, LLC",83.97,62.87,89.42
91320,17609,Southern California Edison Co.,144.53,119.66,157.72
53122,20847,Wisconsin Electric Power Co.,89.44,58.91,106.79
5832,3292,Central Vermont Public Service Corp.,117.59,81.45,129.78
19133,14940,PECO Energy Co.,121.2,81.88,139.07
24150,733,Appalachian Power Co.,52.6,36.59,58.52
53544,20856,Wisconsin Power & Light Co.,94.62,65.6,110.81
8559,12390,Metropolitan Edison Co.,82.19,64.62,93.56
14215,13573,"Niagara Mohawk, a National Grid Co.",143.48,183.05,149.78
62281,9208,Illinois Power Co.,73.39,46.63,77.12
77990,3278,AEP Texas Central Co.,0,0,0
45431,4922,Dayton Power & Light Co.,75.88,63.79,94.01
65050,19436,Union Electric Co.,56.56,41.72,69.64
77436,8901,"CenterPoint Energy Houston Electric, LLC",0,0,0
12932,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
67865,12698,Aquila Inc.,68.63,52.06,84.81
13101,13511,New York State Electric & Gas Corp.,122.51,72.49,137.79
